test,expected,result
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
three_2w_TB_012_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
three_2w_TB_012_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
three_2w_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
two_2w_TB_0_1_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
two_2w_TB_01_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
two_2w_TB_01_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,UNSAT
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,UNSAT
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,UNSAT
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_01_2_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,UNSAT
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_012_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_012_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,UNSAT
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_012_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_012_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,UNSAT
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wrc_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrc_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,UNSAT
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
